Quantity,UnitPrice,ItemsInCart,TotalPrice,Target,Year,Month,Day,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,CouponCode_SAVE10,CouponCode_WINTER15,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
1,245.89,3,245.89,0.0,2024,12,19,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
3,256.46,4,769.3799999999999,0.0,2025,2,27,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
2,344.02,4,688.04,0.0,2023,8,20,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
2,151.66,6,303.32,1.0,2024,5,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,499.21,8,1497.63,1.0,2023,12,14,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,179.22,6,179.22,1.0,2023,7,31,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3,344.4,3,1033.2,1.0,2025,6,24,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3,479.21,5,1437.63,1.0,2023,5,21,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
4,474.69,6,1898.76,1.0,2023,1,15,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
4,122.2,7,488.8,0.0,2024,3,24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,130.61,4,391.83,1.0,2025,6,25,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5,81.7,6,408.5,0.0,2023,12,30,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
5,127.18,9,635.9000000000001,1.0,2024,11,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
4,12.1,8,48.4,1.0,2024,12,9,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
4,433.45,4,1733.8,1.0,2023,5,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,398.17,5,1194.51,0.0,2023,9,26,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False
4,382.88,6,1531.52,1.0,2024,3,31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4,175.36,4,701.44,0.0,2024,8,6,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
4,540.41,6,2161.64,1.0,2023,8,22,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3,146.73,8,440.1899999999999,0.0,2024,9,9,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5,643.03,5,3215.15,1.0,2024,6,19,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3,114.81,7,344.43,1.0,2025,6,5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
5,455.33,8,2276.65,1.0,2025,2,25,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4,182.08,4,728.32,0.0,2023,9,18,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
2,232.83,7,465.66,0.0,2024,6,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1,201.58,2,201.58,1.0,2025,4,12,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3,664.79,6,1994.37,0.0,2023,2,17,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
2,70.34,3,140.68,1.0,2023,3,8,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,218.43,9,873.72,1.0,2025,1,25,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,582.04,1,582.04,0.0,2024,7,30,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
3,185.4,7,556.2,1.0,2024,10,24,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,465.05,3,1395.15,1.0,2023,9,8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
5,48.38,9,241.9,0.0,2024,12,28,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
3,309.22,7,927.6600000000001,1.0,2025,5,7,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,410.6,2,410.6,1.0,2023,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
4,291.35,6,1165.4,1.0,2023,3,19,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
1,535.5,5,535.5,1.0,2023,3,8,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
4,629.34,4,2517.36,1.0,2023,4,11,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,410.78,1,410.78,1.0,2023,11,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,278.04,5,834.1200000000001,0.0,2023,7,6,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
4,21.07,4,84.28,0.0,2023,2,17,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
3,501.3,3,1503.9,1.0,2025,1,22,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
4,302.05,6,1208.2,1.0,2025,6,20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
1,44.35,1,44.35,1.0,2024,4,27,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2,250.98,5,501.96,0.0,2024,11,26,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
3,528.14,3,1584.42,0.0,2025,5,31,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
3,684.14,3,2052.42,1.0,2023,11,18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3,146.91,6,440.73,0.0,2024,3,2,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
2,465.18,2,930.36,1.0,2025,5,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
2,319.91,3,639.82,1.0,2024,12,15,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1,217.56,3,217.56,0.0,2023,12,27,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
2,399.04,3,798.08,1.0,2025,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,269.83,4,539.66,0.0,2024,11,8,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
1,299.35,5,299.35,1.0,2023,10,31,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,211.14,1,211.14,1.0,2024,3,29,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
1,641.39,1,641.39,1.0,2025,6,24,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3,86.29,6,258.87,0.0,2025,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,427.82,2,427.82,0.0,2024,4,7,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
4,662.94,8,2651.76,1.0,2025,4,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2,148.22,7,296.44,0.0,2023,8,15,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False
1,254.12,1,254.12,0.0,2025,4,6,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
3,664.46,4,1993.38,0.0,2024,3,24,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
4,600.81,9,2403.24,0.0,2024,4,16,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
4,512.06,5,2048.24,0.0,2024,4,11,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
3,539.91,8,1619.73,0.0,2024,11,24,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
5,186.28,8,931.4,0.0,2024,4,18,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
4,214.54,7,858.16,1.0,2024,4,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
5,429.45,5,2147.25,1.0,2023,7,5,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2,488.87,4,977.74,1.0,2025,3,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,645.46,5,645.46,1.0,2023,8,11,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,46.66,6,46.66,1.0,2023,7,21,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,619.21,6,1857.63,1.0,2024,4,22,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4,217.13,8,868.52,0.0,2025,1,24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
4,340.3,8,1361.2,1.0,2024,6,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
5,433.26,9,2166.3,0.0,2025,6,7,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False
3,253.98,3,761.9399999999999,1.0,2025,2,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,413.71,9,1654.84,1.0,2023,9,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,121.96,3,121.96,0.0,2025,3,18,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
3,358.48,7,1075.44,0.0,2024,12,5,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1,265.38,6,265.38,1.0,2023,6,20,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,634.4,6,634.4,1.0,2023,4,20,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
4,305.72,5,1222.88,0.0,2024,8,21,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
4,496.0,8,1984.0,1.0,2025,4,15,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
5,61.97,6,309.85,0.0,2025,5,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
4,91.46,9,365.84,1.0,2023,9,23,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
3,588.05,8,1764.15,0.0,2025,6,27,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
2,365.17,4,730.34,1.0,2023,11,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4,385.92,8,1543.68,1.0,2023,5,17,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,562.61,3,562.61,0.0,2025,3,28,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False
4,61.91,6,247.64,0.0,2023,12,16,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
4,444.44,8,1777.76,1.0,2023,5,19,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
3,311.33,3,933.99,1.0,2024,8,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2,144.66,7,289.32,1.0,2025,5,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2,317.77,4,635.54,1.0,2023,2,16,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
4,14.69,9,58.76,1.0,2025,5,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,668.36,5,2673.44,1.0,2024,9,20,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,263.19,5,789.5699999999999,0.0,2023,12,26,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
1,406.22,5,406.22,1.0,2024,4,23,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
4,435.12,9,1740.48,0.0,2023,6,11,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
5,173.65,9,868.25,0.0,2025,5,28,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
1,572.13,4,572.13,1.0,2023,12,22,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4,583.07,6,2332.28,1.0,2024,6,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
5,468.51,9,2342.55,0.0,2025,4,17,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
2,423.88,7,847.76,0.0,2023,8,11,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
2,238.25,7,476.5,1.0,2024,10,27,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,182.4,5,364.8,1.0,2023,2,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2,65.07,4,130.14,1.0,2023,11,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
5,90.92,9,454.6,0.0,2024,9,9,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
5,362.46,6,1812.3,0.0,2024,11,18,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3,404.62,6,1213.86,0.0,2023,3,27,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
4,637.79,9,2551.16,1.0,2025,4,22,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,338.31,3,338.31,0.0,2025,6,10,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
3,99.9,8,299.7,0.0,2023,5,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2,345.01,6,690.02,0.0,2024,5,12,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1,65.95,5,65.95,0.0,2025,1,15,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
5,107.48,9,537.4,1.0,2023,1,25,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5,638.8,10,3194.0,1.0,2024,6,19,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
4,301.17,6,1204.68,1.0,2023,12,19,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,278.66,2,278.66,1.0,2024,1,20,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,583.99,2,583.99,1.0,2023,5,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5,408.73,10,2043.65,0.0,2024,10,18,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3,557.41,4,1672.23,0.0,2023,7,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
4,549.76,4,2199.04,0.0,2023,10,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
2,434.3,7,868.6,0.0,2023,7,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
4,153.09,4,612.36,0.0,2023,10,4,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
5,91.67,9,458.35,1.0,2025,5,12,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,148.72,7,446.16,1.0,2024,7,27,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4,152.29,6,609.16,1.0,2023,8,9,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
5,231.82,6,1159.1,0.0,2024,6,14,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
1,359.99,5,359.99,1.0,2023,7,25,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
5,674.04,7,3370.2,1.0,2023,2,28,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
3,422.13,7,1266.39,0.0,2023,4,15,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
4,224.75,7,899.0,0.0,2024,3,26,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False
5,521.25,8,2606.25,1.0,2023,4,23,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,623.34,3,1870.02,1.0,2025,3,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,465.33,2,465.33,0.0,2023,11,30,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
1,64.66,4,64.66,0.0,2025,2,15,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1,630.82,5,630.82,0.0,2025,3,28,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
3,433.33,4,1299.99,1.0,2025,6,3,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
5,374.58,10,1872.9,1.0,2023,5,6,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
5,408.56,8,2042.8,0.0,2023,7,8,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2,183.67,3,367.34,1.0,2024,4,7,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
4,606.57,5,2426.28,0.0,2023,6,9,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
5,659.85,9,3299.25,0.0,2024,6,29,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
4,206.84,5,827.36,1.0,2023,6,27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
5,628.74,9,3143.7,1.0,2023,11,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,678.38,4,678.38,1.0,2025,2,14,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
3,271.02,6,813.06,1.0,2023,5,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,312.11,4,312.11,1.0,2025,5,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
5,191.63,6,958.15,0.0,2023,10,31,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
5,508.69,10,2543.45,0.0,2023,7,14,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2,527.46,3,1054.92,1.0,2025,1,16,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1,627.2,1,627.2,0.0,2024,2,28,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
3,127.41,7,382.23,0.0,2025,4,25,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
1,427.06,1,427.06,1.0,2023,9,28,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2,99.1,6,198.2,0.0,2023,3,9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4,451.97,7,1807.88,1.0,2025,1,26,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
5,84.13,9,420.65,0.0,2023,6,28,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
1,118.8,6,118.8,0.0,2023,10,8,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False
2,139.57,4,279.14,0.0,2025,5,4,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2,644.05,5,1288.1,1.0,2023,7,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
5,55.41,5,277.05,1.0,2023,10,24,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,310.93,3,310.93,1.0,2023,1,11,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2,288.21,5,576.42,1.0,2023,10,15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4,685.2,6,2740.8,1.0,2024,7,20,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
5,57.45,10,287.25,1.0,2025,3,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,262.58,8,1050.32,1.0,2024,11,26,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,52.54,6,52.54,1.0,2024,10,6,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
1,512.39,2,512.39,0.0,2024,4,18,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
1,487.21,3,487.21,0.0,2024,3,23,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
5,509.58,6,2547.9,0.0,2023,10,18,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
1,183.18,6,183.18,1.0,2023,4,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1,109.29,5,109.29,1.0,2024,11,27,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,252.68,1,252.68,1.0,2025,3,31,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
4,434.42,6,1737.68,1.0,2023,3,14,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
5,513.49,8,2567.45,1.0,2024,2,26,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,432.47,4,432.47,0.0,2023,7,18,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,45.94,2,45.94,1.0,2024,8,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,418.36,5,418.36,0.0,2025,6,21,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
5,676.98,5,3384.9,1.0,2023,11,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,551.27,7,2756.35,1.0,2025,4,19,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3,508.12,8,1524.36,1.0,2023,1,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2,438.62,3,877.24,1.0,2025,4,19,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
4,484.85,5,1939.4,0.0,2023,4,23,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
4,15.01,6,60.04,1.0,2024,5,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,36.65,1,36.65,1.0,2024,12,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3,149.34,7,448.02,1.0,2023,9,5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
5,467.81,10,2339.05,1.0,2024,7,22,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3,201.21,3,603.63,1.0,2025,3,14,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2,464.5,2,929.0,1.0,2025,6,11,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1,558.27,1,558.27,0.0,2025,5,14,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
1,376.76,5,376.76,0.0,2024,12,16,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
5,575.24,7,2876.2,0.0,2024,3,15,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
4,198.35,7,793.4,1.0,2024,4,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,515.32,1,515.32,1.0,2024,4,20,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,653.47,10,3267.35,1.0,2024,8,19,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
5,320.01,6,1600.05,0.0,2024,7,2,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
2,41.0,7,82.0,0.0,2025,5,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
3,648.59,4,1945.77,1.0,2024,6,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
3,68.12,3,204.36,1.0,2024,7,24,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
